noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
sword,architect,hissed,HIGH-MID,physical,The architect began to,The sword began to,The architect hissed and began to,The sword fell and began to,The sword hissed and began to,0,VERB
broom,sailor,snarled,HIGH,psychological,The sailor started to,The broom started to,The sailor snarled and started to,The broom fell and started to,The broom snarled and started to,1,VERB
sword,wife,shaved,HIGH,physical,The wife became very,The sword became very,The wife shaved and became very,The sword fell and became very,The sword shaved and became very,3,ADJ
suit,fisher,trotted,HIGH-MID,physical,The fisher was very,The suit was very,The fisher trotted and was very,The suit fell and was very,The suit trotted and was very,2,ADJ
bullet,physician,gazed,HIGH,physical,The physician started to,The bullet started to,The physician gazed and started to,The bullet fell and started to,The bullet gazed and started to,1,VERB
book,lawyer,fought,HIGH-MID,psychological,The lawyer became very,The book became very,The lawyer fought and became very,The book fell and became very,The book fought and became very,3,ADJ
rifle,cousin,disagreed,HIGH-MID,psychological,The cousin became very,The rifle became very,The cousin disagreed and became very,The rifle fell and became very,The rifle disagreed and became very,3,ADJ
tire,counsel,whispered,HIGH,physical,The counsel was very,The tire was very,The counsel whispered and was very,The tire fell and was very,The tire whispered and was very,2,ADJ
necklace,scout,prayed,HIGH,psychological,The scout was very,The necklace was very,The scout prayed and was very,The necklace fell and was very,The necklace prayed and was very,2,ADJ
well,secretary of state,died,HIGH,physical,The secretary of state began to,The well began to,The secretary of state died and began to,The well fell and began to,The well died and began to,0,VERB
bed,teenager,prayed,HIGH,psychological,The teenager began to,The bed began to,The teenager prayed and began to,The bed fell and began to,The bed prayed and began to,0,VERB
sock,attorney general,shouted,HIGH,physical,The attorney general started to,The sock started to,The attorney general shouted and started to,The sock fell and started to,The sock shouted and started to,1,VERB
bracelet,president,bowed,HIGH-MID,physical,The president began to,The bracelet began to,The president bowed and began to,The bracelet fell and began to,The bracelet bowed and began to,0,VERB
saxophone,trainer,rambled,HIGH-MID,physical,The trainer began to,The saxophone began to,The trainer rambled and began to,The saxophone fell and began to,The saxophone rambled and began to,0,VERB
desk,analyst,invested,MID,psychological,The analyst was very,The desk was very,The analyst invested and was very,The desk fell and was very,The desk invested and was very,2,ADJ
bread,nephew,volunteered,HIGH,psychological,The nephew began to,The bread began to,The nephew volunteered and began to,The bread fell and began to,The bread volunteered and began to,0,VERB
rock,wife,practised,HIGH-MID,psychological,The wife started to,The rock started to,The wife practised and started to,The rock fell and started to,The rock practised and started to,1,VERB
suitcase,judge,limped,HIGH-MID,physical,The judge became very,The suitcase became very,The judge limped and became very,The suitcase fell and became very,The suitcase limped and became very,3,ADJ
nail,analyst,knew,HIGH,psychological,The analyst became very,The nail became very,The analyst knew and became very,The nail fell and became very,The nail knew and became very,3,ADJ
figure,tutor,slept,HIGH,physical,The tutor became very,The figure became very,The tutor slept and became very,The figure fell and became very,The figure slept and became very,3,ADJ
wagon,inspector,enquired,HIGH,psychological,The inspector started to,The wagon started to,The inspector enquired and started to,The wagon fell and started to,The wagon enquired and started to,1,VERB
bottle,hunter,omitted,HIGH,physical,The hunter became very,The bottle became very,The hunter omitted and became very,The bottle fell and became very,The bottle omitted and became very,3,ADJ
fruit,baker,listened,HIGH,physical,The baker became very,The fruit became very,The baker listened and became very,The fruit fell and became very,The fruit listened and became very,3,ADJ
pipe,collector,snored,HIGH,physical,The collector was very,The pipe was very,The collector snored and was very,The pipe fell and was very,The pipe snored and was very,2,ADJ
scroll,fisher,listened,HIGH,physical,The fisher was very,The scroll was very,The fisher listened and was very,The scroll fell and was very,The scroll listened and was very,2,ADJ
canoe,mathematician,winced,HIGH,physical,The mathematician was very,The canoe was very,The mathematician winced and was very,The canoe fell and was very,The canoe winced and was very,2,ADJ
meteorite,representative,grimaced,HIGH,physical,The representative started to,The meteorite started to,The representative grimaced and started to,The meteorite fell and started to,The meteorite grimaced and started to,1,VERB
trumpet,manager,lamented,HIGH,psychological,The manager started to,The trumpet started to,The manager lamented and started to,The trumpet fell and started to,The trumpet lamented and started to,1,VERB
kilt,inspector,jogged,HIGH-MID,physical,The inspector started to,The kilt started to,The inspector jogged and started to,The kilt fell and started to,The kilt jogged and started to,1,VERB
stand,assistant,coughed,HIGH,physical,The assistant started to,The stand started to,The assistant coughed and started to,The stand fell and started to,The stand coughed and started to,1,VERB
bow,programmer,starved,HIGH,physical,The programmer started to,The bow started to,The programmer starved and started to,The bow fell and started to,The bow starved and started to,1,VERB
stand,vice president,breathed,HIGH,physical,The vice president became very,The stand became very,The vice president breathed and became very,The stand fell and became very,The stand breathed and became very,3,ADJ
medallion,niece,squatted,HIGH,physical,The niece started to,The medallion started to,The niece squatted and started to,The medallion fell and started to,The medallion squatted and started to,1,VERB
chocolate,manager,fought,HIGH-MID,psychological,The manager became very,The chocolate became very,The manager fought and became very,The chocolate fell and became very,The chocolate fought and became very,3,ADJ
football,barber,danced,HIGH-MID,physical,The barber started to,The football started to,The barber danced and started to,The football fell and started to,The football danced and started to,1,VERB
shoe,engineer,winced,HIGH,physical,The engineer was very,The shoe was very,The engineer winced and was very,The shoe fell and was very,The shoe winced and was very,2,ADJ
wheel,minister,consented,HIGH-MID,psychological,The minister started to,The wheel started to,The minister consented and started to,The wheel fell and started to,The wheel consented and started to,1,VERB
vehicle,manufacturer,howled,MID,physical,The manufacturer became very,The vehicle became very,The manufacturer howled and became very,The vehicle fell and became very,The vehicle howled and became very,3,ADJ
instrument,wife,understood,HIGH,psychological,The wife began to,The instrument began to,The wife understood and began to,The instrument fell and began to,The instrument understood and began to,0,VERB
bagpipe,scout,swallowed,HIGH,physical,The scout started to,The bagpipe started to,The scout swallowed and started to,The bagpipe fell and started to,The bagpipe swallowed and started to,1,VERB
moccasin,tutor,read,HIGH,psychological,The tutor began to,The moccasin began to,The tutor read and began to,The moccasin fell and began to,The moccasin read and began to,0,VERB
moccasin,barber,crouched,HIGH,physical,The barber became very,The moccasin became very,The barber crouched and became very,The moccasin fell and became very,The moccasin crouched and became very,3,ADJ
mirror,woman,visited,HIGH,psychological,The woman began to,The mirror began to,The woman visited and began to,The mirror fell and began to,The mirror visited and began to,0,VERB
basket,director,frowned,HIGH,physical,The director was very,The basket was very,The director frowned and was very,The basket fell and was very,The basket frowned and was very,2,ADJ
shoe,grandmother,ate,HIGH,physical,The grandmother began to,The shoe began to,The grandmother ate and began to,The shoe fell and began to,The shoe ate and began to,0,VERB
pendulum,chemist,flushed,HIGH-MID,physical,The chemist began to,The pendulum began to,The chemist flushed and began to,The pendulum fell and began to,The pendulum flushed and began to,0,VERB
limousine,woman,emigrated,HIGH,psychological,The woman began to,The limousine began to,The woman emigrated and began to,The limousine fell and began to,The limousine emigrated and began to,0,VERB
plank,husband,crawled,HIGH-MID,physical,The husband started to,The plank started to,The husband crawled and started to,The plank fell and started to,The plank crawled and started to,1,VERB
pie,chemist,sniffed,HIGH,physical,The chemist became very,The pie became very,The chemist sniffed and became very,The pie fell and became very,The pie sniffed and became very,3,ADJ
tweezers,dean,revelled,HIGH,psychological,The dean was very,The tweezers was very,The dean revelled and was very,The tweezers fell and was very,The tweezers revelled and was very,2,ADJ
hat,pastor,argued,HIGH-MID,psychological,The pastor started to,The hat started to,The pastor argued and started to,The hat fell and started to,The hat argued and started to,1,VERB
knife,sheriff,registered,MID,psychological,The sheriff was very,The knife was very,The sheriff registered and was very,The knife fell and was very,The knife registered and was very,2,ADJ
appliance,man,prayed,HIGH,psychological,The man started to,The appliance started to,The man prayed and started to,The appliance fell and started to,The appliance prayed and started to,1,VERB
battery,chemist,grinned,HIGH,physical,The chemist began to,The battery began to,The chemist grinned and began to,The battery fell and began to,The battery grinned and began to,0,VERB
letter,person,walked,HIGH,physical,The person started to,The letter started to,The person walked and started to,The letter fell and started to,The letter walked and started to,1,VERB
watch,reporter,volunteered,HIGH,psychological,The reporter was very,The watch was very,The reporter volunteered and was very,The watch fell and was very,The watch volunteered and was very,2,ADJ
saddle,sheriff,begged,HIGH,psychological,The sheriff was very,The saddle was very,The sheriff begged and was very,The saddle fell and was very,The saddle begged and was very,2,ADJ
flute,fisher,retired,HIGH,psychological,The fisher became very,The flute became very,The fisher retired and became very,The flute fell and became very,The flute retired and became very,3,ADJ
seed,manager,cursed,HIGH,psychological,The manager started to,The seed started to,The manager cursed and started to,The seed fell and started to,The seed cursed and started to,1,VERB
seed,translator,flinched,HIGH,physical,The translator started to,The seed started to,The translator flinched and started to,The seed fell and started to,The seed flinched and started to,1,VERB
machine,clerk,stepped,HIGH,physical,The clerk began to,The machine began to,The clerk stepped and began to,The machine fell and began to,The machine stepped and began to,0,VERB
bra,minister,cheated,HIGH,psychological,The minister was very,The bra was very,The minister cheated and was very,The bra fell and was very,The bra cheated and was very,2,ADJ
boat,consultant,shaved,HIGH,physical,The consultant was very,The boat was very,The consultant shaved and was very,The boat fell and was very,The boat shaved and was very,2,ADJ
saddle,owner,omitted,HIGH,physical,The owner started to,The saddle started to,The owner omitted and started to,The saddle fell and started to,The saddle omitted and started to,1,VERB
pants,lawyer,blinked,HIGH,physical,The lawyer was very,The pants was very,The lawyer blinked and was very,The pants fell and was very,The pants blinked and was very,2,ADJ
aircraft,collector,scowled,HIGH,psychological,The collector started to,The aircraft started to,The collector scowled and started to,The aircraft fell and started to,The aircraft scowled and started to,1,VERB
pot,niece,emigrated,HIGH,psychological,The niece was very,The pot was very,The niece emigrated and was very,The pot fell and was very,The pot emigrated and was very,2,ADJ
banner,fisher,crouched,HIGH,physical,The fisher became very,The banner became very,The fisher crouched and became very,The banner fell and became very,The banner crouched and became very,3,ADJ
rug,child,insisted,HIGH-MID,psychological,The child started to,The rug started to,The child insisted and started to,The rug fell and started to,The rug insisted and started to,1,VERB
rifle,woman,paced,HIGH,physical,The woman became very,The rifle became very,The woman paced and became very,The rifle fell and became very,The rifle paced and became very,3,ADJ
magazine,pastor,recovered,HIGH-MID,physical,The pastor began to,The magazine began to,The pastor recovered and began to,The magazine fell and began to,The magazine recovered and began to,0,VERB
paper,collector,sat,HIGH,physical,The collector started to,The paper started to,The collector sat and started to,The paper fell and started to,The paper sat and started to,1,VERB
mine,host,yelled,HIGH,physical,The host started to,The mine started to,The host yelled and started to,The mine fell and started to,The mine yelled and started to,1,VERB
shoe,hunter,listened,HIGH,physical,The hunter became very,The shoe became very,The hunter listened and became very,The shoe fell and became very,The shoe listened and became very,3,ADJ
photograph,collector,drawled,HIGH,physical,The collector was very,The photograph was very,The collector drawled and was very,The photograph fell and was very,The photograph drawled and was very,2,ADJ
aircraft,husband,suspected,HIGH,psychological,The husband became very,The aircraft became very,The husband suspected and became very,The aircraft fell and became very,The aircraft suspected and became very,3,ADJ
tablespoon,child,growled,HIGH,physical,The child became very,The tablespoon became very,The child growled and became very,The tablespoon fell and became very,The tablespoon growled and became very,3,ADJ
blossom,mediator,protested,HIGH,psychological,The mediator began to,The blossom began to,The mediator protested and began to,The blossom fell and began to,The blossom protested and began to,0,VERB
hose,sheriff,graduated,HIGH-MID,psychological,The sheriff became very,The hose became very,The sheriff graduated and became very,The hose fell and became very,The hose graduated and became very,3,ADJ
saddle,translator,whispered,HIGH,physical,The translator was very,The saddle was very,The translator whispered and was very,The saddle fell and was very,The saddle whispered and was very,2,ADJ
cape,father,objected,HIGH-MID,psychological,The father was very,The cape was very,The father objected and was very,The cape fell and was very,The cape objected and was very,2,ADJ
plank,analyst,trained,HIGH-MID,psychological,The analyst was very,The plank was very,The analyst trained and was very,The plank fell and was very,The plank trained and was very,2,ADJ
envelope,fisher,cursed,HIGH,psychological,The fisher started to,The envelope started to,The fisher cursed and started to,The envelope fell and started to,The envelope cursed and started to,1,VERB
bouquet,niece,learnt,HIGH,psychological,The niece began to,The bouquet began to,The niece learnt and began to,The bouquet fell and began to,The bouquet learnt and began to,0,VERB
stove,host,forgot,HIGH,psychological,The host began to,The stove began to,The host forgot and began to,The stove fell and began to,The stove forgot and began to,0,VERB
clothing,producer,struggled,HIGH-MID,psychological,The producer was very,The clothing was very,The producer struggled and was very,The clothing fell and was very,The clothing struggled and was very,2,ADJ
tape,author,crouched,HIGH,physical,The author began to,The tape began to,The author crouched and began to,The tape fell and began to,The tape crouched and began to,0,VERB
sword,grandfather,waited,HIGH,psychological,The grandfather was very,The sword was very,The grandfather waited and was very,The sword fell and was very,The sword waited and was very,2,ADJ
newspaper,judge,knelt,HIGH,physical,The judge was very,The newspaper was very,The judge knelt and was very,The newspaper fell and was very,The newspaper knelt and was very,2,ADJ
sofa,attorney,worried,HIGH-MID,psychological,The attorney was very,The sofa was very,The attorney worried and was very,The sofa fell and was very,The sofa worried and was very,2,ADJ
harp,chairman,learnt,HIGH,psychological,The chairman was very,The harp was very,The chairman learnt and was very,The harp fell and was very,The harp learnt and was very,2,ADJ
key,painter,gazed,HIGH,physical,The painter was very,The key was very,The painter gazed and was very,The key fell and was very,The key gazed and was very,2,ADJ
nest,psychologist,packed,HIGH-MID,physical,The psychologist was very,The nest was very,The psychologist packed and was very,The nest fell and was very,The nest packed and was very,2,ADJ
whistle,student,knew,HIGH,psychological,The student started to,The whistle started to,The student knew and started to,The whistle fell and started to,The whistle knew and started to,1,VERB
tube,attorney general,paced,HIGH,physical,The attorney general was very,The tube was very,The attorney general paced and was very,The tube fell and was very,The tube paced and was very,2,ADJ
saxophone,mediator,spit,HIGH,physical,The mediator was very,The saxophone was very,The mediator spit and was very,The saxophone fell and was very,The saxophone spit and was very,2,ADJ
watch,sailor,swallowed,HIGH,physical,The sailor started to,The watch started to,The sailor swallowed and started to,The watch fell and started to,The watch swallowed and started to,1,VERB
cart,uncle,knelt,HIGH,physical,The uncle started to,The cart started to,The uncle knelt and started to,The cart fell and started to,The cart knelt and started to,1,VERB
column,minister,learnt,HIGH,psychological,The minister became very,The column became very,The minister learnt and became very,The column fell and became very,The column learnt and became very,3,ADJ
figure,representative,paid,HIGH-MID,psychological,The representative became very,The figure became very,The representative paid and became very,The figure fell and became very,The figure paid and became very,3,ADJ
coat,mathematician,fled,HIGH-MID,physical,The mathematician started to,The coat started to,The mathematician fled and started to,The coat fell and started to,The coat fled and started to,1,VERB
plane,grandfather,registered,MID,psychological,The grandfather started to,The plane started to,The grandfather registered and started to,The plane fell and started to,The plane registered and started to,1,VERB
rope,aunt,drowned,HIGH-MID,physical,The aunt became very,The rope became very,The aunt drowned and became very,The rope fell and became very,The rope drowned and became very,3,ADJ
chisel,chairman,shrugged,HIGH,physical,The chairman became very,The chisel became very,The chairman shrugged and became very,The chisel fell and became very,The chisel shrugged and became very,3,ADJ
tablespoon,barber,guessed,HIGH,psychological,The barber was very,The tablespoon was very,The barber guessed and was very,The tablespoon fell and was very,The tablespoon guessed and was very,2,ADJ
uniform,associate,revelled,HIGH,psychological,The associate began to,The uniform began to,The associate revelled and began to,The uniform fell and began to,The uniform revelled and began to,0,VERB
hammer,mediator,rambled,HIGH-MID,physical,The mediator began to,The hammer began to,The mediator rambled and began to,The hammer fell and began to,The hammer rambled and began to,0,VERB
tie,collector,objected,HIGH-MID,psychological,The collector became very,The tie became very,The collector objected and became very,The tie fell and became very,The tie objected and became very,3,ADJ
helmet,baker,gestured,HIGH,physical,The baker was very,The helmet was very,The baker gestured and was very,The helmet fell and was very,The helmet gestured and was very,2,ADJ
ski,inspector,showered,HIGH-MID,physical,The inspector became very,The ski became very,The inspector showered and became very,The ski fell and became very,The ski showered and became very,3,ADJ
ski,mediator,agreed,HIGH-MID,psychological,The mediator became very,The ski became very,The mediator agreed and became very,The ski fell and became very,The ski agreed and became very,3,ADJ
bin,aunt,knelt,HIGH,physical,The aunt started to,The bin started to,The aunt knelt and started to,The bin fell and started to,The bin knelt and started to,1,VERB
plane,apprentice,bellowed,HIGH,physical,The apprentice was very,The plane was very,The apprentice bellowed and was very,The plane fell and was very,The plane bellowed and was very,2,ADJ
thorn,driver,worried,HIGH-MID,psychological,The driver was very,The thorn was very,The driver worried and was very,The thorn fell and was very,The thorn worried and was very,2,ADJ
wheel,woman,snorted,HIGH,physical,The woman started to,The wheel started to,The woman snorted and started to,The wheel fell and started to,The wheel snorted and started to,1,VERB
cocktail,hunter,stole,HIGH-MID,psychological,The hunter started to,The cocktail started to,The hunter stole and started to,The cocktail fell and started to,The cocktail stole and started to,1,VERB
corpse,producer,wailed,HIGH,physical,The producer was very,The corpse was very,The producer wailed and was very,The corpse fell and was very,The corpse wailed and was very,2,ADJ
ship,wife,trained,HIGH-MID,psychological,The wife started to,The ship started to,The wife trained and started to,The ship fell and started to,The ship trained and started to,1,VERB
shirt,prime minister,fled,HIGH-MID,physical,The prime minister became very,The shirt became very,The prime minister fled and became very,The shirt fell and became very,The shirt fled and became very,3,ADJ
lantern,clerk,confessed,HIGH,psychological,The clerk started to,The lantern started to,The clerk confessed and started to,The lantern fell and started to,The lantern confessed and started to,1,VERB
instrument,administrator,bled,MID,physical,The administrator became very,The instrument became very,The administrator bled and became very,The instrument fell and became very,The instrument bled and became very,3,ADJ
bra,person,nodded,HIGH,physical,The person was very,The bra was very,The person nodded and was very,The bra fell and was very,The bra nodded and was very,2,ADJ
trombone,chief of staff,mourned,HIGH-MID,psychological,The chief of staff was very,The trombone was very,The chief of staff mourned and was very,The trombone fell and was very,The trombone mourned and was very,2,ADJ
bin,tutor,jogged,HIGH-MID,physical,The tutor was very,The bin was very,The tutor jogged and was very,The bin fell and was very,The bin jogged and was very,2,ADJ
oven,teenager,drawled,HIGH,physical,The teenager was very,The oven was very,The teenager drawled and was very,The oven fell and was very,The oven drawled and was very,2,ADJ
sword,agent,cried,HIGH,psychological,The agent became very,The sword became very,The agent cried and became very,The sword fell and became very,The sword cried and became very,3,ADJ
stove,owner,argued,HIGH-MID,psychological,The owner began to,The stove began to,The owner argued and began to,The stove fell and began to,The stove argued and began to,0,VERB
sleigh,physician,gasped,HIGH,physical,The physician was very,The sleigh was very,The physician gasped and was very,The sleigh fell and was very,The sleigh gasped and was very,2,ADJ
saddle,programmer,giggled,HIGH,physical,The programmer started to,The saddle started to,The programmer giggled and started to,The saddle fell and started to,The saddle giggled and started to,1,VERB
cape,prime minister,preached,HIGH,psychological,The prime minister was very,The cape was very,The prime minister preached and was very,The cape fell and was very,The cape preached and was very,2,ADJ
tub,niece,died,HIGH,physical,The niece was very,The tub was very,The niece died and was very,The tub fell and was very,The tub died and was very,2,ADJ
ski,analyst,jogged,HIGH-MID,physical,The analyst became very,The ski became very,The analyst jogged and became very,The ski fell and became very,The ski jogged and became very,3,ADJ
uniform,driver,complained,HIGH,psychological,The driver was very,The uniform was very,The driver complained and was very,The uniform fell and was very,The uniform complained and was very,2,ADJ
kilt,manufacturer,retired,HIGH,psychological,The manufacturer began to,The kilt began to,The manufacturer retired and began to,The kilt fell and began to,The kilt retired and began to,0,VERB
bagpipe,husband,exclaimed,HIGH,psychological,The husband began to,The bagpipe began to,The husband exclaimed and began to,The bagpipe fell and began to,The bagpipe exclaimed and began to,0,VERB
screen,producer,cursed,HIGH,psychological,The producer was very,The screen was very,The producer cursed and was very,The screen fell and was very,The screen cursed and was very,2,ADJ
trumpet,collector,suspected,HIGH,psychological,The collector was very,The trumpet was very,The collector suspected and was very,The trumpet fell and was very,The trumpet suspected and was very,2,ADJ
appliance,comedian,laughed,HIGH,physical,The comedian was very,The appliance was very,The comedian laughed and was very,The appliance fell and was very,The appliance laughed and was very,2,ADJ
boot,collector,sobbed,HIGH,physical,The collector started to,The boot started to,The collector sobbed and started to,The boot fell and started to,The boot sobbed and started to,1,VERB
nest,attorney,prayed,HIGH,psychological,The attorney became very,The nest became very,The attorney prayed and became very,The nest fell and became very,The nest prayed and became very,3,ADJ
rifle,editor,saluted,HIGH,psychological,The editor became very,The rifle became very,The editor saluted and became very,The rifle fell and became very,The rifle saluted and became very,3,ADJ
missile,aunt,invested,MID,psychological,The aunt began to,The missile began to,The aunt invested and began to,The missile fell and began to,The missile invested and began to,0,VERB
letter,baker,mourned,HIGH-MID,psychological,The baker began to,The letter began to,The baker mourned and began to,The letter fell and began to,The letter mourned and began to,0,VERB
propeller,attorney,walked,HIGH,physical,The attorney started to,The propeller started to,The attorney walked and started to,The propeller fell and started to,The propeller walked and started to,1,VERB
bra,boy,drawled,HIGH,physical,The boy started to,The bra started to,The boy drawled and started to,The bra fell and started to,The bra drawled and started to,1,VERB
road,owner,argued,HIGH-MID,psychological,The owner became very,The road became very,The owner argued and became very,The road fell and became very,The road argued and became very,3,ADJ
ski,driver,replied,HIGH,psychological,The driver became very,The ski became very,The driver replied and became very,The ski fell and became very,The ski replied and became very,3,ADJ
buckle,owner,shaved,HIGH,physical,The owner was very,The buckle was very,The owner shaved and was very,The buckle fell and was very,The buckle shaved and was very,2,ADJ
television,fisher,worried,HIGH-MID,psychological,The fisher started to,The television started to,The fisher worried and started to,The television fell and started to,The television worried and started to,1,VERB
rug,husband,sang,HIGH-MID,physical,The husband was very,The rug was very,The husband sang and was very,The rug fell and was very,The rug sang and was very,2,ADJ
bandage,chancellor,invested,MID,psychological,The chancellor was very,The bandage was very,The chancellor invested and was very,The bandage fell and was very,The bandage invested and was very,2,ADJ
furniture,woman,gazed,HIGH,physical,The woman became very,The furniture became very,The woman gazed and became very,The furniture fell and became very,The furniture gazed and became very,3,ADJ
coat,photographer,sang,HIGH-MID,physical,The photographer was very,The coat was very,The photographer sang and was very,The coat fell and was very,The coat sang and was very,2,ADJ
note,judge,rushed,HIGH-MID,psychological,The judge started to,The note started to,The judge rushed and started to,The note fell and started to,The note rushed and started to,1,VERB
costume,author,recovered,HIGH-MID,physical,The author was very,The costume was very,The author recovered and was very,The costume fell and was very,The costume recovered and was very,2,ADJ
broom,translator,jumped,HIGH-MID,physical,The translator started to,The broom started to,The translator jumped and started to,The broom fell and started to,The broom jumped and started to,1,VERB
scroll,nurse,stammered,HIGH,physical,The nurse became very,The scroll became very,The nurse stammered and became very,The scroll fell and became very,The scroll stammered and became very,3,ADJ
clothing,grandson,gazed,HIGH,physical,The grandson became very,The clothing became very,The grandson gazed and became very,The clothing fell and became very,The clothing gazed and became very,3,ADJ
bucket,student,watched,HIGH,physical,The student became very,The bucket became very,The student watched and became very,The bucket fell and became very,The bucket watched and became very,3,ADJ
ambulance,chemist,volunteered,HIGH,psychological,The chemist became very,The ambulance became very,The chemist volunteered and became very,The ambulance fell and became very,The ambulance volunteered and became very,3,ADJ
painting,legislators,barked,MID,physical,The legislators was very,The painting was very,The legislators barked and was very,The painting fell and was very,The painting barked and was very,2,ADJ
note,dean,wailed,HIGH,physical,The dean became very,The note became very,The dean wailed and became very,The note fell and became very,The note wailed and became very,3,ADJ
automobile,chef,bowed,HIGH-MID,physical,The chef began to,The automobile began to,The chef bowed and began to,The automobile fell and began to,The automobile bowed and began to,0,VERB
nail,scientist,forgot,HIGH,psychological,The scientist was very,The nail was very,The scientist forgot and was very,The nail fell and was very,The nail forgot and was very,2,ADJ
bow,minister,leaned,HIGH,physical,The minister was very,The bow was very,The minister leaned and was very,The bow fell and was very,The bow leaned and was very,2,ADJ
rope,inspector,hastened,HIGH-MID,psychological,The inspector was very,The rope was very,The inspector hastened and was very,The rope fell and was very,The rope hastened and was very,2,ADJ
statue,researcher,cheated,HIGH,psychological,The researcher started to,The statue started to,The researcher cheated and started to,The statue fell and started to,The statue cheated and started to,1,VERB
box,architect,prayed,HIGH,psychological,The architect became very,The box became very,The architect prayed and became very,The box fell and became very,The box prayed and became very,3,ADJ
cocktail,trainer,voted,MID,psychological,The trainer began to,The cocktail began to,The trainer voted and began to,The cocktail fell and began to,The cocktail voted and began to,0,VERB
chisel,collector,chuckled,HIGH,physical,The collector began to,The chisel began to,The collector chuckled and began to,The chisel fell and began to,The chisel chuckled and began to,0,VERB
dress,designer,wandered,HIGH-MID,physical,The designer started to,The dress started to,The designer wandered and started to,The dress fell and started to,The dress wandered and started to,1,VERB
moccasin,pilot,walked,HIGH,physical,The pilot began to,The moccasin began to,The pilot walked and began to,The moccasin fell and began to,The moccasin walked and began to,0,VERB
picture,secretary,paid,HIGH-MID,psychological,The secretary was very,The picture was very,The secretary paid and was very,The picture fell and was very,The picture paid and was very,2,ADJ
magazine,pastor,insisted,HIGH-MID,psychological,The pastor became very,The magazine became very,The pastor insisted and became very,The magazine fell and became very,The magazine insisted and became very,3,ADJ
accordion,scout,stammered,HIGH,physical,The scout became very,The accordion became very,The scout stammered and became very,The accordion fell and became very,The accordion stammered and became very,3,ADJ
hose,nephew,insisted,HIGH-MID,psychological,The nephew started to,The hose started to,The nephew insisted and started to,The hose fell and started to,The hose insisted and started to,1,VERB
watch,attorney,gazed,HIGH,physical,The attorney became very,The watch became very,The attorney gazed and became very,The watch fell and became very,The watch gazed and became very,3,ADJ
dime,director,stammered,HIGH,physical,The director began to,The dime began to,The director stammered and began to,The dime fell and began to,The dime stammered and began to,0,VERB
yacht,mediator,shivered,HIGH,physical,The mediator started to,The yacht started to,The mediator shivered and started to,The yacht fell and started to,The yacht shivered and started to,1,VERB
whistle,chairman,died,HIGH,physical,The chairman began to,The whistle began to,The chairman died and began to,The whistle fell and began to,The whistle died and began to,0,VERB
saxophone,cousin,interrupted,HIGH-MID,psychological,The cousin began to,The saxophone began to,The cousin interrupted and began to,The saxophone fell and began to,The saxophone interrupted and began to,0,VERB
dress,representative,yelled,HIGH,physical,The representative became very,The dress became very,The representative yelled and became very,The dress fell and became very,The dress yelled and became very,3,ADJ
whistle,barber,listened,HIGH,physical,The barber began to,The whistle began to,The barber listened and began to,The whistle fell and began to,The whistle listened and began to,0,VERB
sketch,coach,watched,HIGH,physical,The coach started to,The sketch started to,The coach watched and started to,The sketch fell and started to,The sketch watched and started to,1,VERB
stand,priest,growled,HIGH,physical,The priest began to,The stand began to,The priest growled and began to,The stand fell and began to,The stand growled and began to,0,VERB
mine,founder,misunderstood,HIGH,psychological,The founder started to,The mine started to,The founder misunderstood and started to,The mine fell and started to,The mine misunderstood and started to,1,VERB
wig,counsel,grunted,HIGH,physical,The counsel began to,The wig began to,The counsel grunted and began to,The wig fell and began to,The wig grunted and began to,0,VERB
hammer,granddaughter,gazed,HIGH,physical,The granddaughter was very,The hammer was very,The granddaughter gazed and was very,The hammer fell and was very,The hammer gazed and was very,2,ADJ
firewood,man,snorted,HIGH,physical,The man started to,The firewood started to,The man snorted and started to,The firewood fell and started to,The firewood snorted and started to,1,VERB
basket,student,lamented,HIGH,psychological,The student started to,The basket started to,The student lamented and started to,The basket fell and started to,The basket lamented and started to,1,VERB
nail,woman,forgot,HIGH,psychological,The woman started to,The nail started to,The woman forgot and started to,The nail fell and started to,The nail forgot and started to,1,VERB
thermometer,chairman,prayed,HIGH,psychological,The chairman started to,The thermometer started to,The chairman prayed and started to,The thermometer fell and started to,The thermometer prayed and started to,1,VERB
plane,collector,rambled,HIGH-MID,physical,The collector started to,The plane started to,The collector rambled and started to,The plane fell and started to,The plane rambled and started to,1,VERB
tablespoon,owner,howled,MID,physical,The owner became very,The tablespoon became very,The owner howled and became very,The tablespoon fell and became very,The tablespoon howled and became very,3,ADJ
jar,operator,fainted,HIGH,physical,The operator was very,The jar was very,The operator fainted and was very,The jar fell and was very,The jar fainted and was very,2,ADJ
cup,dean,shrugged,HIGH,physical,The dean started to,The cup started to,The dean shrugged and started to,The cup fell and started to,The cup shrugged and started to,1,VERB
rifle,buyer,bowed,HIGH-MID,physical,The buyer was very,The rifle was very,The buyer bowed and was very,The rifle fell and was very,The rifle bowed and was very,2,ADJ
bouquet,pastor,hurried,HIGH,psychological,The pastor became very,The bouquet became very,The pastor hurried and became very,The bouquet fell and became very,The bouquet hurried and became very,3,ADJ
pistol,coach,pled,HIGH,psychological,The coach began to,The pistol began to,The coach pled and began to,The pistol fell and began to,The pistol pled and began to,0,VERB
