noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
sandal,person,begged,HIGH,psychological,The person started to,The sandal started to,"After it begged, the person started to","After it fell, the sandal started to","After it begged, the sandal started to",1,VERB
car,child,swore,HIGH,psychological,The child became very,The car became very,"After it swore, the child became very","After it fell, the car became very","After it swore, the car became very",3,ADJ
mirror,boy,shouted,HIGH,physical,The boy was very,The mirror was very,"After it shouted, the boy was very","After it fell, the mirror was very","After it shouted, the mirror was very",2,ADJ
hose,child,interrupted,HIGH-MID,psychological,The child began to,The hose began to,"After it interrupted, the child began to","After it fell, the hose began to","After it interrupted, the hose began to",0,VERB
pie,person,sat,HIGH,physical,The person began to,The pie began to,"After it sat, the person began to","After it fell, the pie began to","After it sat, the pie began to",0,VERB
dictionary,girl,pounced,HIGH-MID,physical,The girl was very,The dictionary was very,"After it pounced, the girl was very","After it fell, the dictionary was very","After it pounced, the dictionary was very",2,ADJ
moccasin,child,cheated,HIGH,psychological,The child was very,The moccasin was very,"After it cheated, the child was very","After it fell, the moccasin was very","After it cheated, the moccasin was very",2,ADJ
hailstone,boy,swam,MID,physical,The boy began to,The hailstone began to,"After it swam, the boy began to","After it fell, the hailstone began to","After it swam, the hailstone began to",0,VERB
kilt,man,sat,HIGH,physical,The man began to,The kilt began to,"After it sat, the man began to","After it fell, the kilt began to","After it sat, the kilt began to",0,VERB
lamp,girl,pled,HIGH,psychological,The girl was very,The lamp was very,"After it pled, the girl was very","After it fell, the lamp was very","After it pled, the lamp was very",2,ADJ
engine,person,gestured,HIGH,physical,The person started to,The engine started to,"After it gestured, the person started to","After it fell, the engine started to","After it gestured, the engine started to",1,VERB
harp,girl,squatted,HIGH,physical,The girl was very,The harp was very,"After it squatted, the girl was very","After it fell, the harp was very","After it squatted, the harp was very",2,ADJ
appliance,person,frowned,HIGH,physical,The person was very,The appliance was very,"After it frowned, the person was very","After it fell, the appliance was very","After it frowned, the appliance was very",2,ADJ
record,man,hesitated,HIGH,psychological,The man began to,The record began to,"After it hesitated, the man began to","After it fell, the record began to","After it hesitated, the record began to",0,VERB
tie,woman,fled,HIGH-MID,physical,The woman began to,The tie began to,"After it fled, the woman began to","After it fell, the tie began to","After it fled, the tie began to",0,VERB
envelope,man,studied,HIGH-MID,psychological,The man was very,The envelope was very,"After it studied, the man was very","After it fell, the envelope was very","After it studied, the envelope was very",2,ADJ
flask,girl,howled,MID,physical,The girl began to,The flask began to,"After it howled, the girl began to","After it fell, the flask began to","After it howled, the flask began to",0,VERB
bubble,man,rambled,HIGH-MID,physical,The man became very,The bubble became very,"After it rambled, the man became very","After it fell, the bubble became very","After it rambled, the bubble became very",3,ADJ
hat,girl,cursed,HIGH,psychological,The girl was very,The hat was very,"After it cursed, the girl was very","After it fell, the hat was very","After it cursed, the hat was very",2,ADJ
vest,woman,dreamed,HIGH,psychological,The woman became very,The vest became very,"After it dreamed, the woman became very","After it fell, the vest became very","After it dreamed, the vest became very",3,ADJ
uniform,child,fiddled,HIGH,physical,The child started to,The uniform started to,"After it fiddled, the child started to","After it fell, the uniform started to","After it fiddled, the uniform started to",1,VERB
paper,person,spit,HIGH,physical,The person became very,The paper became very,"After it spit, the person became very","After it fell, the paper became very","After it spit, the paper became very",3,ADJ
scroll,man,winced,HIGH,physical,The man started to,The scroll started to,"After it winced, the man started to","After it fell, the scroll started to","After it winced, the scroll started to",1,VERB
stand,woman,hastened,HIGH-MID,psychological,The woman began to,The stand began to,"After it hastened, the woman began to","After it fell, the stand began to","After it hastened, the stand began to",0,VERB
furniture,child,remembered,HIGH,psychological,The child was very,The furniture was very,"After it remembered, the child was very","After it fell, the furniture was very","After it remembered, the furniture was very",2,ADJ
phone,child,spoke,HIGH,psychological,The child became very,The phone became very,"After it spoke, the child became very","After it fell, the phone became very","After it spoke, the phone became very",3,ADJ
root,girl,scowled,HIGH,psychological,The girl became very,The root became very,"After it scowled, the girl became very","After it fell, the root became very","After it scowled, the root became very",3,ADJ
saddle,man,crouched,HIGH,physical,The man started to,The saddle started to,"After it crouched, the man started to","After it fell, the saddle started to","After it crouched, the saddle started to",1,VERB
boat,person,gulped,HIGH,physical,The person was very,The boat was very,"After it gulped, the person was very","After it fell, the boat was very","After it gulped, the boat was very",2,ADJ
button,child,read,HIGH,psychological,The child became very,The button became very,"After it read, the child became very","After it fell, the button became very","After it read, the button became very",3,ADJ
glass,child,shivered,HIGH,physical,The child started to,The glass started to,"After it shivered, the child started to","After it fell, the glass started to","After it shivered, the glass started to",1,VERB
bench,man,watched,HIGH,physical,The man was very,The bench was very,"After it watched, the man was very","After it fell, the bench was very","After it watched, the bench was very",2,ADJ
vase,woman,mourned,HIGH-MID,psychological,The woman started to,The vase started to,"After it mourned, the woman started to","After it fell, the vase started to","After it mourned, the vase started to",1,VERB
candy,girl,snorted,HIGH,physical,The girl began to,The candy began to,"After it snorted, the girl began to","After it fell, the candy began to","After it snorted, the candy began to",0,VERB
automobile,girl,evacuated,HIGH-MID,psychological,The girl started to,The automobile started to,"After it evacuated, the girl started to","After it fell, the automobile started to","After it evacuated, the automobile started to",1,VERB
microscope,woman,grumbled,HIGH,physical,The woman began to,The microscope began to,"After it grumbled, the woman began to","After it fell, the microscope began to","After it grumbled, the microscope began to",0,VERB
shawl,boy,chuckled,HIGH,physical,The boy was very,The shawl was very,"After it chuckled, the boy was very","After it fell, the shawl was very","After it chuckled, the shawl was very",2,ADJ
blanket,man,grieved,HIGH,psychological,The man started to,The blanket started to,"After it grieved, the man started to","After it fell, the blanket started to","After it grieved, the blanket started to",1,VERB
wheel,child,stepped,HIGH,physical,The child began to,The wheel began to,"After it stepped, the child began to","After it fell, the wheel began to","After it stepped, the wheel began to",0,VERB
cart,boy,bellowed,HIGH,physical,The boy was very,The cart was very,"After it bellowed, the boy was very","After it fell, the cart was very","After it bellowed, the cart was very",2,ADJ
amplifier,man,interrupted,HIGH-MID,psychological,The man started to,The amplifier started to,"After it interrupted, the man started to","After it fell, the amplifier started to","After it interrupted, the amplifier started to",1,VERB
lantern,child,enquired,HIGH,psychological,The child began to,The lantern began to,"After it enquired, the child began to","After it fell, the lantern began to","After it enquired, the lantern began to",0,VERB
mallet,girl,conceded,HIGH-MID,psychological,The girl started to,The mallet started to,"After it conceded, the girl started to","After it fell, the mallet started to","After it conceded, the mallet started to",1,VERB
thread,child,guessed,HIGH,psychological,The child started to,The thread started to,"After it guessed, the child started to","After it fell, the thread started to","After it guessed, the thread started to",1,VERB
ribbon,man,stared,HIGH,physical,The man began to,The ribbon began to,"After it stared, the man began to","After it fell, the ribbon began to","After it stared, the ribbon began to",0,VERB
newspaper,child,graduated,HIGH-MID,psychological,The child started to,The newspaper started to,"After it graduated, the child started to","After it fell, the newspaper started to","After it graduated, the newspaper started to",1,VERB
mattress,man,bellowed,HIGH,physical,The man started to,The mattress started to,"After it bellowed, the man started to","After it fell, the mattress started to","After it bellowed, the mattress started to",1,VERB
universe,person,leaned,HIGH,physical,The person became very,The universe became very,"After it leaned, the person became very","After it fell, the universe became very","After it leaned, the universe became very",3,ADJ
leaf,man,spoke,HIGH,psychological,The man became very,The leaf became very,"After it spoke, the man became very","After it fell, the leaf became very","After it spoke, the leaf became very",3,ADJ
trumpet,boy,leaned,HIGH,physical,The boy was very,The trumpet was very,"After it leaned, the boy was very","After it fell, the trumpet was very","After it leaned, the trumpet was very",2,ADJ
television,woman,muttered,HIGH,physical,The woman became very,The television became very,"After it muttered, the woman became very","After it fell, the television became very","After it muttered, the television became very",3,ADJ
stick,woman,visited,HIGH,psychological,The woman started to,The stick started to,"After it visited, the woman started to","After it fell, the stick started to","After it visited, the stick started to",1,VERB
tablespoon,girl,disagreed,HIGH-MID,psychological,The girl began to,The tablespoon began to,"After it disagreed, the girl began to","After it fell, the tablespoon began to","After it disagreed, the tablespoon began to",0,VERB
tractor,person,shouted,HIGH,physical,The person started to,The tractor started to,"After it shouted, the person started to","After it fell, the tractor started to","After it shouted, the tractor started to",1,VERB
cape,girl,insisted,HIGH-MID,psychological,The girl became very,The cape became very,"After it insisted, the girl became very","After it fell, the cape became very","After it insisted, the cape became very",3,ADJ
kilt,girl,sobbed,HIGH,physical,The girl became very,The kilt became very,"After it sobbed, the girl became very","After it fell, the kilt became very","After it sobbed, the kilt became very",3,ADJ
saxophone,boy,frowned,HIGH,physical,The boy was very,The saxophone was very,"After it frowned, the boy was very","After it fell, the saxophone was very","After it frowned, the saxophone was very",2,ADJ
bow,person,growled,HIGH,physical,The person began to,The bow began to,"After it growled, the person began to","After it fell, the bow began to","After it growled, the bow began to",0,VERB
vase,girl,ducked,HIGH,physical,The girl was very,The vase was very,"After it ducked, the girl was very","After it fell, the vase was very","After it ducked, the vase was very",2,ADJ
cane,woman,wandered,HIGH-MID,physical,The woman became very,The cane became very,"After it wandered, the woman became very","After it fell, the cane became very","After it wandered, the cane became very",3,ADJ
wheel,girl,winced,HIGH,physical,The girl became very,The wheel became very,"After it winced, the girl became very","After it fell, the wheel became very","After it winced, the wheel became very",3,ADJ
key,boy,exclaimed,HIGH,psychological,The boy became very,The key became very,"After it exclaimed, the boy became very","After it fell, the key became very","After it exclaimed, the key became very",3,ADJ
broom,woman,swore,HIGH,psychological,The woman began to,The broom began to,"After it swore, the woman began to","After it fell, the broom began to","After it swore, the broom began to",0,VERB
tire,woman,stumbled,HIGH,physical,The woman started to,The tire started to,"After it stumbled, the woman started to","After it fell, the tire started to","After it stumbled, the tire started to",1,VERB
submarine,girl,spoke,HIGH,psychological,The girl started to,The submarine started to,"After it spoke, the girl started to","After it fell, the submarine started to","After it spoke, the submarine started to",1,VERB
cake,man,dozed,HIGH,physical,The man started to,The cake started to,"After it dozed, the man started to","After it fell, the cake started to","After it dozed, the cake started to",1,VERB
dart,man,chuckled,HIGH,physical,The man was very,The dart was very,"After it chuckled, the man was very","After it fell, the dart was very","After it chuckled, the dart was very",2,ADJ
hose,man,retired,HIGH,psychological,The man started to,The hose started to,"After it retired, the man started to","After it fell, the hose started to","After it retired, the hose started to",1,VERB
antenna,woman,insisted,HIGH-MID,psychological,The woman started to,The antenna started to,"After it insisted, the woman started to","After it fell, the antenna started to","After it insisted, the antenna started to",1,VERB
shawl,woman,pursued,HIGH-MID,psychological,The woman began to,The shawl began to,"After it pursued, the woman began to","After it fell, the shawl began to","After it pursued, the shawl began to",0,VERB
zipper,person,watched,HIGH,physical,The person began to,The zipper began to,"After it watched, the person began to","After it fell, the zipper began to","After it watched, the zipper began to",0,VERB
train,woman,enlisted,HIGH-MID,psychological,The woman became very,The train became very,"After it enlisted, the woman became very","After it fell, the train became very","After it enlisted, the train became very",3,ADJ
gun,man,paced,HIGH,physical,The man started to,The gun started to,"After it paced, the man started to","After it fell, the gun started to","After it paced, the gun started to",1,VERB
basket,person,shuddered,HIGH-MID,physical,The person was very,The basket was very,"After it shuddered, the person was very","After it fell, the basket was very","After it shuddered, the basket was very",2,ADJ
ring,person,moaned,HIGH,psychological,The person started to,The ring started to,"After it moaned, the person started to","After it fell, the ring started to","After it moaned, the ring started to",1,VERB
ball,girl,smiled,HIGH,physical,The girl became very,The ball became very,"After it smiled, the girl became very","After it fell, the ball became very","After it smiled, the ball became very",3,ADJ
mirror,woman,interrupted,HIGH-MID,psychological,The woman began to,The mirror began to,"After it interrupted, the woman began to","After it fell, the mirror began to","After it interrupted, the mirror began to",0,VERB
clarinet,woman,paced,HIGH,physical,The woman became very,The clarinet became very,"After it paced, the woman became very","After it fell, the clarinet became very","After it paced, the clarinet became very",3,ADJ
needle,person,invested,MID,psychological,The person became very,The needle became very,"After it invested, the person became very","After it fell, the needle became very","After it invested, the needle became very",3,ADJ
ship,boy,yawned,HIGH,physical,The boy became very,The ship became very,"After it yawned, the boy became very","After it fell, the ship became very","After it yawned, the ship became very",3,ADJ
pencil,boy,pounced,HIGH-MID,physical,The boy became very,The pencil became very,"After it pounced, the boy became very","After it fell, the pencil became very","After it pounced, the pencil became very",3,ADJ
rifle,child,preached,HIGH,psychological,The child became very,The rifle became very,"After it preached, the child became very","After it fell, the rifle became very","After it preached, the rifle became very",3,ADJ
whistle,man,read,HIGH,psychological,The man started to,The whistle started to,"After it read, the man started to","After it fell, the whistle started to","After it read, the whistle started to",1,VERB
stand,girl,glared,HIGH,physical,The girl started to,The stand started to,"After it glared, the girl started to","After it fell, the stand started to","After it glared, the stand started to",1,VERB
typewriter,boy,chuckled,HIGH,physical,The boy began to,The typewriter began to,"After it chuckled, the boy began to","After it fell, the typewriter began to","After it chuckled, the typewriter began to",0,VERB
rock,woman,stepped,HIGH,physical,The woman began to,The rock began to,"After it stepped, the woman began to","After it fell, the rock began to","After it stepped, the rock began to",0,VERB
watch,child,gazed,HIGH,physical,The child was very,The watch was very,"After it gazed, the child was very","After it fell, the watch was very","After it gazed, the watch was very",2,ADJ
basket,boy,argued,HIGH-MID,psychological,The boy began to,The basket began to,"After it argued, the boy began to","After it fell, the basket began to","After it argued, the basket began to",0,VERB
appliance,child,voted,MID,psychological,The child began to,The appliance began to,"After it voted, the child began to","After it fell, the appliance began to","After it voted, the appliance began to",0,VERB
plate,person,nodded,HIGH,physical,The person began to,The plate began to,"After it nodded, the person began to","After it fell, the plate began to","After it nodded, the plate began to",0,VERB
penny,child,chuckled,HIGH,physical,The child started to,The penny started to,"After it chuckled, the child started to","After it fell, the penny started to","After it chuckled, the penny started to",1,VERB
telescope,boy,hesitated,HIGH,psychological,The boy was very,The telescope was very,"After it hesitated, the boy was very","After it fell, the telescope was very","After it hesitated, the telescope was very",2,ADJ
sock,child,giggled,HIGH,physical,The child started to,The sock started to,"After it giggled, the child started to","After it fell, the sock started to","After it giggled, the sock started to",1,VERB
newspaper,man,confessed,HIGH,psychological,The man was very,The newspaper was very,"After it confessed, the man was very","After it fell, the newspaper was very","After it confessed, the newspaper was very",2,ADJ
mirror,man,mourned,HIGH-MID,psychological,The man began to,The mirror began to,"After it mourned, the man began to","After it fell, the mirror began to","After it mourned, the mirror began to",0,VERB
shoe,man,ate,HIGH,physical,The man was very,The shoe was very,"After it ate, the man was very","After it fell, the shoe was very","After it ate, the shoe was very",2,ADJ
book,man,confessed,HIGH,psychological,The man began to,The book began to,"After it confessed, the man began to","After it fell, the book began to","After it confessed, the book began to",0,VERB
street,girl,shivered,HIGH,physical,The girl started to,The street started to,"After it shivered, the girl started to","After it fell, the street started to","After it shivered, the street started to",1,VERB
root,woman,shouted,HIGH,physical,The woman was very,The root was very,"After it shouted, the woman was very","After it fell, the root was very","After it shouted, the root was very",2,ADJ
football,child,omitted,HIGH,physical,The child became very,The football became very,"After it omitted, the child became very","After it fell, the football became very","After it omitted, the football became very",3,ADJ
blouse,boy,omitted,HIGH,physical,The boy started to,The blouse started to,"After it omitted, the boy started to","After it fell, the blouse started to","After it omitted, the blouse started to",1,VERB
chisel,girl,stumbled,HIGH,physical,The girl began to,The chisel began to,"After it stumbled, the girl began to","After it fell, the chisel began to","After it stumbled, the chisel began to",0,VERB
ion,person,commented,HIGH-MID,psychological,The person began to,The ion began to,"After it commented, the person began to","After it fell, the ion began to","After it commented, the ion began to",0,VERB
bag,woman,confessed,HIGH,psychological,The woman became very,The bag became very,"After it confessed, the woman became very","After it fell, the bag became very","After it confessed, the bag became very",3,ADJ
collage,woman,jogged,HIGH-MID,physical,The woman became very,The collage became very,"After it jogged, the woman became very","After it fell, the collage became very","After it jogged, the collage became very",3,ADJ
coat,child,moaned,HIGH,psychological,The child became very,The coat became very,"After it moaned, the child became very","After it fell, the coat became very","After it moaned, the coat became very",3,ADJ
glass,boy,sobbed,HIGH,physical,The boy started to,The glass started to,"After it sobbed, the boy started to","After it fell, the glass started to","After it sobbed, the glass started to",1,VERB
ambulance,woman,cheated,HIGH,psychological,The woman was very,The ambulance was very,"After it cheated, the woman was very","After it fell, the ambulance was very","After it cheated, the ambulance was very",2,ADJ
letter,boy,waved,HIGH,physical,The boy started to,The letter started to,"After it waved, the boy started to","After it fell, the letter started to","After it waved, the letter started to",1,VERB
root,woman,stared,HIGH,physical,The woman became very,The root became very,"After it stared, the woman became very","After it fell, the root became very","After it stared, the root became very",3,ADJ
arrow,girl,grimaced,HIGH,physical,The girl was very,The arrow was very,"After it grimaced, the girl was very","After it fell, the arrow was very","After it grimaced, the arrow was very",2,ADJ
coat,girl,sobbed,HIGH,physical,The girl began to,The coat began to,"After it sobbed, the girl began to","After it fell, the coat began to","After it sobbed, the coat began to",0,VERB
road,girl,swallowed,HIGH,physical,The girl became very,The road became very,"After it swallowed, the girl became very","After it fell, the road became very","After it swallowed, the road became very",3,ADJ
umbrella,person,frowned,HIGH,physical,The person started to,The umbrella started to,"After it frowned, the person started to","After it fell, the umbrella started to","After it frowned, the umbrella started to",1,VERB
cart,girl,sighed,HIGH,physical,The girl started to,The cart started to,"After it sighed, the girl started to","After it fell, the cart started to","After it sighed, the cart started to",1,VERB
door,child,bellowed,HIGH,physical,The child started to,The door started to,"After it bellowed, the child started to","After it fell, the door started to","After it bellowed, the door started to",1,VERB
appliance,boy,enlisted,HIGH-MID,psychological,The boy was very,The appliance was very,"After it enlisted, the boy was very","After it fell, the appliance was very","After it enlisted, the appliance was very",2,ADJ
clock,woman,groaned,HIGH,psychological,The woman started to,The clock started to,"After it groaned, the woman started to","After it fell, the clock started to","After it groaned, the clock started to",1,VERB
instrument,man,starved,HIGH,physical,The man was very,The instrument was very,"After it starved, the man was very","After it fell, the instrument was very","After it starved, the instrument was very",2,ADJ
photograph,man,moaned,HIGH,psychological,The man started to,The photograph started to,"After it moaned, the man started to","After it fell, the photograph started to","After it moaned, the photograph started to",1,VERB
meteorite,girl,worried,HIGH-MID,psychological,The girl began to,The meteorite began to,"After it worried, the girl began to","After it fell, the meteorite began to","After it worried, the meteorite began to",0,VERB
horn,man,packed,HIGH-MID,physical,The man was very,The horn was very,"After it packed, the man was very","After it fell, the horn was very","After it packed, the horn was very",2,ADJ
cart,man,dined,HIGH,physical,The man began to,The cart began to,"After it dined, the man began to","After it fell, the cart began to","After it dined, the cart began to",0,VERB
paper,person,swore,HIGH,psychological,The person began to,The paper began to,"After it swore, the person began to","After it fell, the paper began to","After it swore, the paper began to",0,VERB
stage,man,gazed,HIGH,physical,The man was very,The stage was very,"After it gazed, the man was very","After it fell, the stage was very","After it gazed, the stage was very",2,ADJ
plank,girl,talked,HIGH,psychological,The girl started to,The plank started to,"After it talked, the girl started to","After it fell, the plank started to","After it talked, the plank started to",1,VERB
plate,child,talked,HIGH,psychological,The child started to,The plate started to,"After it talked, the child started to","After it fell, the plate started to","After it talked, the plate started to",1,VERB
clarinet,woman,snorted,HIGH,physical,The woman became very,The clarinet became very,"After it snorted, the woman became very","After it fell, the clarinet became very","After it snorted, the clarinet became very",3,ADJ
needle,woman,gestured,HIGH,physical,The woman started to,The needle started to,"After it gestured, the woman started to","After it fell, the needle started to","After it gestured, the needle started to",1,VERB
nest,girl,showered,HIGH-MID,physical,The girl started to,The nest started to,"After it showered, the girl started to","After it fell, the nest started to","After it showered, the nest started to",1,VERB
napkin,person,spoke,HIGH,psychological,The person became very,The napkin became very,"After it spoke, the person became very","After it fell, the napkin became very","After it spoke, the napkin became very",3,ADJ
fruit,girl,murmured,HIGH,physical,The girl began to,The fruit began to,"After it murmured, the girl began to","After it fell, the fruit began to","After it murmured, the fruit began to",0,VERB
instrument,person,learnt,HIGH,psychological,The person became very,The instrument became very,"After it learnt, the person became very","After it fell, the instrument became very","After it learnt, the instrument became very",3,ADJ
overcoat,person,applauded,HIGH-MID,psychological,The person was very,The overcoat was very,"After it applauded, the person was very","After it fell, the overcoat was very","After it applauded, the overcoat was very",2,ADJ
telephone,man,jumped,HIGH-MID,physical,The man became very,The telephone became very,"After it jumped, the man became very","After it fell, the telephone became very","After it jumped, the telephone became very",3,ADJ
mirror,man,gasped,HIGH,physical,The man began to,The mirror began to,"After it gasped, the man began to","After it fell, the mirror began to","After it gasped, the mirror began to",0,VERB
vase,child,painted,HIGH-MID,physical,The child started to,The vase started to,"After it painted, the child started to","After it fell, the vase started to","After it painted, the vase started to",1,VERB
chisel,person,crouched,HIGH,physical,The person was very,The chisel was very,"After it crouched, the person was very","After it fell, the chisel was very","After it crouched, the chisel was very",2,ADJ
boot,man,jogged,HIGH-MID,physical,The man was very,The boot was very,"After it jogged, the man was very","After it fell, the boot was very","After it jogged, the boot was very",2,ADJ
tape,person,shrugged,HIGH,physical,The person began to,The tape began to,"After it shrugged, the person began to","After it fell, the tape began to","After it shrugged, the tape began to",0,VERB
candy,child,learnt,HIGH,psychological,The child became very,The candy became very,"After it learnt, the child became very","After it fell, the candy became very","After it learnt, the candy became very",3,ADJ
rock,man,insisted,HIGH-MID,psychological,The man started to,The rock started to,"After it insisted, the man started to","After it fell, the rock started to","After it insisted, the rock started to",1,VERB
dart,man,applauded,HIGH-MID,psychological,The man started to,The dart started to,"After it applauded, the man started to","After it fell, the dart started to","After it applauded, the dart started to",1,VERB
prune,child,conceded,HIGH-MID,psychological,The child started to,The prune started to,"After it conceded, the child started to","After it fell, the prune started to","After it conceded, the prune started to",1,VERB
vehicle,person,studied,HIGH-MID,psychological,The person was very,The vehicle was very,"After it studied, the person was very","After it fell, the vehicle was very","After it studied, the vehicle was very",2,ADJ
umbrella,child,thought,HIGH,psychological,The child became very,The umbrella became very,"After it thought, the child became very","After it fell, the umbrella became very","After it thought, the umbrella became very",3,ADJ
pencil,woman,pondered,HIGH,psychological,The woman began to,The pencil began to,"After it pondered, the woman began to","After it fell, the pencil began to","After it pondered, the pencil began to",0,VERB
instrument,girl,snarled,HIGH,psychological,The girl started to,The instrument started to,"After it snarled, the girl started to","After it fell, the instrument started to","After it snarled, the instrument started to",1,VERB
knife,person,ducked,HIGH,physical,The person began to,The knife began to,"After it ducked, the person began to","After it fell, the knife began to","After it ducked, the knife began to",0,VERB
telescope,girl,ducked,HIGH,physical,The girl was very,The telescope was very,"After it ducked, the girl was very","After it fell, the telescope was very","After it ducked, the telescope was very",2,ADJ
nail,boy,smiled,HIGH,physical,The boy became very,The nail became very,"After it smiled, the boy became very","After it fell, the nail became very","After it smiled, the nail became very",3,ADJ
envelope,child,paced,HIGH,physical,The child started to,The envelope started to,"After it paced, the child started to","After it fell, the envelope started to","After it paced, the envelope started to",1,VERB
bench,man,squinted,HIGH,physical,The man started to,The bench started to,"After it squinted, the man started to","After it fell, the bench started to","After it squinted, the bench started to",1,VERB
saddle,girl,stepped,HIGH,physical,The girl became very,The saddle became very,"After it stepped, the girl became very","After it fell, the saddle became very","After it stepped, the saddle became very",3,ADJ
balloon,child,whispered,HIGH,physical,The child became very,The balloon became very,"After it whispered, the child became very","After it fell, the balloon became very","After it whispered, the balloon became very",3,ADJ
bubble,person,disagreed,HIGH-MID,psychological,The person became very,The bubble became very,"After it disagreed, the person became very","After it fell, the bubble became very","After it disagreed, the bubble became very",3,ADJ
candy,person,hesitated,HIGH,psychological,The person was very,The candy was very,"After it hesitated, the person was very","After it fell, the candy was very","After it hesitated, the candy was very",2,ADJ
biscuit,person,learnt,HIGH,psychological,The person started to,The biscuit started to,"After it learnt, the person started to","After it fell, the biscuit started to","After it learnt, the biscuit started to",1,VERB
chisel,child,pissed,HIGH,physical,The child was very,The chisel was very,"After it pissed, the child was very","After it fell, the chisel was very","After it pissed, the chisel was very",2,ADJ
piano,person,remembered,HIGH,psychological,The person started to,The piano started to,"After it remembered, the person started to","After it fell, the piano started to","After it remembered, the piano started to",1,VERB
telescope,person,chanted,HIGH,psychological,The person started to,The telescope started to,"After it chanted, the person started to","After it fell, the telescope started to","After it chanted, the telescope started to",1,VERB
saxophone,girl,shuddered,HIGH-MID,physical,The girl was very,The saxophone was very,"After it shuddered, the girl was very","After it fell, the saxophone was very","After it shuddered, the saxophone was very",2,ADJ
accordion,boy,mumbled,HIGH,physical,The boy started to,The accordion started to,"After it mumbled, the boy started to","After it fell, the accordion started to","After it mumbled, the accordion started to",1,VERB
pool,woman,fainted,HIGH,physical,The woman began to,The pool began to,"After it fainted, the woman began to","After it fell, the pool began to","After it fainted, the pool began to",0,VERB
bench,girl,packed,HIGH-MID,physical,The girl was very,The bench was very,"After it packed, the girl was very","After it fell, the bench was very","After it packed, the bench was very",2,ADJ
leaf,person,misunderstood,HIGH,psychological,The person started to,The leaf started to,"After it misunderstood, the person started to","After it fell, the leaf started to","After it misunderstood, the leaf started to",1,VERB
bagpipe,boy,searched,HIGH-MID,psychological,The boy became very,The bagpipe became very,"After it searched, the boy became very","After it fell, the bagpipe became very","After it searched, the bagpipe became very",3,ADJ
brush,child,growled,HIGH,physical,The child started to,The brush started to,"After it growled, the child started to","After it fell, the brush started to","After it growled, the brush started to",1,VERB
map,man,fought,HIGH-MID,psychological,The man started to,The map started to,"After it fought, the man started to","After it fell, the map started to","After it fought, the map started to",1,VERB
pillow,child,bathed,HIGH-MID,physical,The child began to,The pillow began to,"After it bathed, the child began to","After it fell, the pillow began to","After it bathed, the pillow began to",0,VERB
seed,woman,packed,HIGH-MID,physical,The woman began to,The seed began to,"After it packed, the woman began to","After it fell, the seed began to","After it packed, the seed began to",0,VERB
pearl,child,trotted,HIGH-MID,physical,The child became very,The pearl became very,"After it trotted, the child became very","After it fell, the pearl became very","After it trotted, the pearl became very",3,ADJ
shirt,woman,shrugged,HIGH,physical,The woman was very,The shirt was very,"After it shrugged, the woman was very","After it fell, the shirt was very","After it shrugged, the shirt was very",2,ADJ
dress,person,shouted,HIGH,physical,The person began to,The dress began to,"After it shouted, the person began to","After it fell, the dress began to","After it shouted, the dress began to",0,VERB
blanket,person,sat,HIGH,physical,The person was very,The blanket was very,"After it sat, the person was very","After it fell, the blanket was very","After it sat, the blanket was very",2,ADJ
typewriter,girl,retorted,HIGH,psychological,The girl started to,The typewriter started to,"After it retorted, the girl started to","After it fell, the typewriter started to","After it retorted, the typewriter started to",1,VERB
collage,man,whistled,HIGH-MID,physical,The man began to,The collage began to,"After it whistled, the man began to","After it fell, the collage began to","After it whistled, the collage began to",0,VERB
scissors,child,fainted,HIGH,physical,The child started to,The scissors started to,"After it fainted, the child started to","After it fell, the scissors started to","After it fainted, the scissors started to",1,VERB
pants,woman,yelled,HIGH,physical,The woman began to,The pants began to,"After it yelled, the woman began to","After it fell, the pants began to","After it yelled, the pants began to",0,VERB
stove,person,growled,HIGH,physical,The person began to,The stove began to,"After it growled, the person began to","After it fell, the stove began to","After it growled, the stove began to",0,VERB
kilt,person,graduated,HIGH-MID,psychological,The person started to,The kilt started to,"After it graduated, the person started to","After it fell, the kilt started to","After it graduated, the kilt started to",1,VERB
lantern,girl,objected,HIGH-MID,psychological,The girl began to,The lantern began to,"After it objected, the girl began to","After it fell, the lantern began to","After it objected, the lantern began to",0,VERB
hailstone,girl,breathed,HIGH,physical,The girl became very,The hailstone became very,"After it breathed, the girl became very","After it fell, the hailstone became very","After it breathed, the hailstone became very",3,ADJ
umbrella,boy,watched,HIGH,physical,The boy became very,The umbrella became very,"After it watched, the boy became very","After it fell, the umbrella became very","After it watched, the umbrella became very",3,ADJ
hailstone,person,ducked,HIGH,physical,The person began to,The hailstone began to,"After it ducked, the person began to","After it fell, the hailstone began to","After it ducked, the hailstone began to",0,VERB
glove,man,coughed,HIGH,physical,The man became very,The glove became very,"After it coughed, the man became very","After it fell, the glove became very","After it coughed, the glove became very",3,ADJ
thread,girl,mourned,HIGH-MID,psychological,The girl was very,The thread was very,"After it mourned, the girl was very","After it fell, the thread was very","After it mourned, the thread was very",2,ADJ
sofa,child,pondered,HIGH,psychological,The child became very,The sofa became very,"After it pondered, the child became very","After it fell, the sofa became very","After it pondered, the sofa became very",3,ADJ
